"corpus","preloaded/trends_en"
"subcorpus","-"
"concordance size","10000"
"query","Query:alemma,[word=""black""][word=""leather""];Random sample:10000"
"Reference","Left","KWIC","Right"
"2016-09-14","with a series of studded fringe dresses. </s><s> Feminine sheers, some with floral and heart prints, were toughened up with","black leather",". </s><s> Some scarves and bags were accessorized with padlocks. </s><s> It said the military action was based on ""erroneous"
"2016-09-18","with the convicted match-fixer during a lunch outing in Sydney. </s><s> The one-piece was tightened around her waist with a","black leather","belt featuring a bright gold buckle. </s><s> A black and gold chained handbag was slung over her right shoulder, as she clung to a"
"2016-10-11","1971 Volvo P 1800 E coupe. </s><s> Delivered in paint colour California White with beautiful chrome. </s><s> The interior has","black leather","and the dashboard has wooden details. </s><s> The car has the original 1985 CC, 130 HP injection engine and manual gearbox. </s><s> This"
"2016-10-22","son make of his style? </s><s> ""Dad has always been a smart dresser. </s><s> It doesn''t matter about the destination or occasion. </s><s> Smart","black leather","shoes, pressed shirt and trousers is his uniform. </s><s> When I went out in jeans and trainers, he''d say, ''Son, you''ve been"
"2016-10-27","by ""dozens"" of other women about their encounters with Cook. </s><s> A search of Cook''s apartment by Madison police uncovered a","black leather","book with names of women, descriptions of how he met them and his ""sexual desires,"" one investigator told the Star"
"2016-10-30","sentiment and defeatism. </s><s> Personnel wore either the standard M1938 field uniform or the cavalry uniform with high","black leather","boots. </s><s> Civilian clothes were also authorized but badges of rank or the Japanese Imperial chrysanthemum were worn"
"2016-11-26","her laughing, flanked by her co-star Chloe Lewis </s><s> Low-key: Adding a dose of rocker cool to her outfit, she layered a","black leather","studded jacket over a white T-shirt </s><s> Turning heads: She looked chic yet casual for the day out, showcasing her lean legs"
"2016-12-05","ease. </s><s> Death Gatling (デスガトリング, Desu Gatoringu) - Rank 8 is a hero with scars on the face, who wears a tattered cloak and","black leather","clothing underneath. </s><s> He also wields a huge gatling gun, as his left arm, that he uses in combat as main weapon. </s><s> In the"
"2016-12-07","sleeveless top buttoned-up at the front and tied up tightly at the back. </s><s> She paired the revealing piece of clothing with","black leather","tights that wrapped tightly around her long toned legs. </s><s> While resting her small black bag over her right shoulder,"
"2016-12-26","of supermodel Kate Moss. </s><s> Moss appears in the official video for ''The Wonder of You'', where she appears in a custom-made","black leather","suit recalling Presley''s 1968 one in his NBC TV special (later referred to as the Comeback Special), as well as several"
"2017-01-10","on Monday - and she seemed intent on showing off her bum </s><s> The Price is tight: The star stepped out for the wearing skintight","black leather","trousers </s><s> Butt wait - there''s more! </s><s> Just a day before Katie, 38, had undergone a non-surgical butt lift </s><s> Sculpt your"
"2017-01-17",", before it cinched in to enhance her petite waist. </s><s> Flowing out into a feminine flippy skirt, Myleene then layered a","black leather","biker jacket on top to give her look an edge. </s><s> Flower power: The dress was styled into a shirt at the top, featuring a"
"2017-01-18","it goes. </s><s> But it''s the interior that really takes your breath away. </s><s> Its seats and trims are awash with cherry red or","black leather",", while its thick-stitched dash houses a 10.2-inch, and beautifully recessed, multimedia touchscreen that''s"
"2017-01-27","in the same colour with a grey wool jacket under a bigger brown version. </s><s> She paired the top heavy look with some loose-fit","black leather","pants which she tucked into boots. </s><s> Not done there, the Australian star further accessorized the look with a grey"
"2017-01-31","fun, though, is the sort of cult leader he decides to be. </s><s> No sackcloth and ashes for Seth; he is too cool for school, all","black leather","and floppy hair. </s><s> Robert Duncan''s performance perfectly blends the arrogance adopted by all actors playing Goa''uld ("
"2017-01-31","jacket and pulled the hood, that was edged with fur, up over her blonde tresses. </s><s> She teamed it with skinny jeans and heavy","black leather","boots - a great choice for the slippery sidewalk. </s><s> It''s getting worse: The snow seemed to be falling more heavily as Nicky"
"2017-02-02",", such as chaos and self-destruction. </s><s> The directors hinted that a variety of materials would be featured, including","black leather",", denim, and indigenous patterns and fabrics. </s><s> A total of 12 student designers -- some from Parsons The New School, but"
"2017-02-02","Valli in Paris last year. </s><s> She also has hit the town in daring ensembles, such as an army green jumpsuit under a","black leather","biker jacket with gray stiletto booties and a denim-on-denim look. </s><s> To be sure, the Canadian tuxedo was made custom for"
"2017-02-03","seemed to have inherited the family figure, showing off her willowy frame in a crushed velvet trouser suit and","black leather","ankle boots. </s><s> Willowy: Alana Hadid was joined by her half sisters Gigi and Bella as they celebrated the launch of her new"
"2017-02-06","gorgeous mystery woman on Thursday night in Los Angeles </s><s> His gal pal, meanwhile, rocked white jeans, a striped top, and a","black leather","jacket. </s><s> She wore her brunette locks down in loose and glossy waves, and finished off the look with a pair of ankle boots. </s>"
"2017-02-21","''d like to send in your opinion. </s><s> Pictures from Kim Kardashian''s Paris robbery surface </s><s> Kim Kardashian spotted wearing a","black leather","jacket with back to the future sunglasses while filming her reality show with sister Kourtney Kardashian at Casa Vega"
"2017-02-24","left. </s><s> One of his toughest days recently included 10 calls in a 24-hour period. </s><s> He hadn''t slept, so downtime in one of the","black leather","chairs created much-needed relaxation and peace. </s><s> About eight of these same movie-style recliners are in one room"
"2017-03-06",", while Sofia was dressed in blue jeans and a burgundy varsity jacket paired with slides </s><s> Lionel wore dark jeans with a","black leather","jacket and a pair of black Nike trainers with neon green detailing. </s><s> He has on a black sweater with a black scarf wrapped"
"2017-03-08",": I can be showered, dressed and made up in half-an-hour. </s><s> My main priority before a big night out is to have a nap! </s><s> My bag is","black leather","Dolce & Gabbana with gold trimmings. </s><s> I''ve had it for ten years. </s><s> Inside are my Smythson notebook and a pen -- I am always"
"2017-03-11","dramatic scenes with both forthright Georgia and a wounded Jamie </s><s> Painful: The 23-year-old, wearing a gorgeous","black leather","jacket, can be seen fresh-faced with tears rolling down her cheeks </s><s> Amber, wearing a gorgeous black leather jacket, can"
"2017-04-01","Spring/Summer 2017. </s><s> When spotted out with Malia he was wearing a chic black coat with a belted waist, paired with swank","black leather","boots. </s><s> A tan beanie topped off his look and with Rob''s height, his streetwear style looks like he could have stepped off a"
"2017-05-22","Goaz), has been missing since before their 24-year-old kid Wally was born, is now tan with chin-length black hair and a","black leather","jacket, driving a silver Mercedes down a dark wooded stretch of road. </s><s> He punches a man standing guard outside of a home"
"2017-06-30","huge $110, 269. </s><s> The Think Twice singer layered a chiffon white shirt beneath trendy Givenchy dungarees made from sleek","black leather",". </s><s> Main man: Former America''s Next Top Model judge and top celebrity stylist Law Roach has worked with a host of"
"2017-07-01",". </s><s> Go for bold lip colours like blood red to soften the look."" </s><s> Lastly, Amit Vijaya and Richard Pandav of amrich share that a","black leather","jacket would look wildly out of place but a pair of black ankle trousers, shorts, or a skirt paired with a silky black tee"
"2017-07-04","musician in recordings. </s><s> The band was an instant success. </s><s> Morrison was an attractive and dangerous sex symbol in","black leather","pants. </s><s> He called himself ""the lizard king."" </s><s> He was a part poet, and part anarchist. </s><s> Anyone who saw Oliver Stone''s movie"
"2017-07-26","at her decolletage and perfect skin tone. </s><s> She paired the sporty look with white sneakers, retro shades, and a white and","black leather","purse. </s><s> Stunner: The Cola Wars star kept a low profile as she wore a matching grey outfit while running errands with"
"2017-07-28","with a black beanie on the warm day. </s><s> Charlie chatted on his phone before putting on his Harley-Davidson half-helmet,","black leather","gloves and rolling away. </s><s> He played Jax in Sons Of Anarchy, about a motorcycle club in a small Californian town from 2008"
